Month,Ticker,momentum_rsi,trend_macd,volatility_bbm,trend_ema_fast
2023-09-01,AAPL,43.645006672483326,-1.3784353311372215,178.21929656982422,177.64089938748828
2023-09-01,AMZN,49.93521173733491,0.5921763634148121,136.62910037994385,136.55880172691485
2023-09-01,GOOGL,55.67908573486683,1.575083026486665,132.91095819473267,133.60015207169823
2023-09-01,JNJ,40.47040347993707,-1.4034138992494092,156.13500923156738,154.87354821444023
2023-09-01,JPM,43.639248363003894,-1.0273093095403254,141.298572807312,140.92450593589638
2023-09-01,META,52.0769425452037,0.4682427449775389,295.9501885986328,297.9504909982778
2023-09-01,MSFT,47.77593062703299,-0.39240256199407497,322.6917795562744,323.22711022195944
2023-09-01,NVDA,44.74648937193904,-0.009225537465749056,45.806654663085936,45.337073613110945
2023-09-01,TSLA,52.504373116702666,2.5561838912880375,249.9210984802246,254.9493448058551
2023-09-01,V,48.314650862375416,0.6147703932132899,239.99536186218262,239.58395096361966
2023-10-01,AAPL,45.95661241643663,-1.0631481995473537,173.7306686401367,173.65028733267945
2023-10-01,AMZN,45.22455778268576,-1.7816133793919355,130.22018217606978,128.94286137599954
2023-10-01,GOOGL,51.26706088680903,0.44133124348878733,134.18347471410578,134.21277826236874
2023-10-01,JNJ,33.92572460226483,-2.0345283388593796,150.2330980127508,148.77775139339676
2023-10-01,JPM,43.820454172412575,-0.7109031116530815,139.81061800176445,139.35939098475242
2023-10-01,META,53.86755865482455,2.7419013818361653,306.3836908513849,308.2214882358905
2023-10-01,MSFT,53.69908554330288,0.24877987601435725,320.11576121937145,321.45988291299824
2023-10-01,NVDA,48.07140983531611,-0.2748956223717753,43.89833705208518,43.89169316081433
2023-10-01,TSLA,41.84404050809298,-3.6459132794580076,251.2662955197421,245.5268924448299
2023-10-01,V,46.07253685962004,-1.5688159088423996,232.49972565390846,231.80037415582845
2023-11-01,AAPL,65.33519143998794,2.2401248417074933,177.21819501604352,180.10503871688493
2023-11-01,AMZN,63.12757069616009,2.997845149798019,135.70597712198892,139.07618274241483
2023-11-01,GOOGL,52.8178362649867,-0.3206852472734305,131.12251436142694,131.36023190500154
2023-11-01,JNJ,45.84703391445522,-1.4823426842868033,143.72692304338727,143.41251002949755
2023-11-01,JPM,62.8505037846496,0.826877270910475,139.3311192467099,140.86640366921736
2023-11-01,META,60.61271838526794,4.58378237864904,315.43556220644996,319.84671492010614
2023-11-01,MSFT,69.80339165043844,9.380093970561518,344.5215785435268,352.7842442174309
2023-11-01,NVDA,60.75001503191389,0.8099895572873741,44.86362083980015,45.980505235240884
2023-11-01,TSLA,50.434022038938664,-3.944347812321687,222.98449986775717,224.351848794577
2023-11-01,V,65.64444318108015,2.6463542481893247,237.60604789370583,240.60498593174884
2023-12-01,AAPL,62.20698253471361,3.1085882691847018,190.25060848236086,191.44459256322506
2023-12-01,AMZN,61.351349363835354,2.7977079203292563,146.83867515563966,147.9777116365836
2023-12-01,GOOGL,53.74125916696035,0.5623312319354838,133.7666452407837,134.00742853265055
2023-12-01,JNJ,58.814008828460246,1.2099227918538418,147.6639846420288,148.8477909419517
2023-12-01,JPM,79.04831917572797,3.8165126976907957,151.2506173324585,153.9943176641685
2023-12-01,META,58.34010867039493,4.232931231502656,331.077752532959,332.8492890169489
2023-12-01,MSFT,55.760510641474276,4.745172140267999,369.0787560272217,368.56310908074346
2023-12-01,NVDA,54.09227175304396,0.4924033751482071,47.852648639678954,47.7804488594563
2023-12-01,TSLA,57.21943254683506,4.086848179667678,239.98082489013672,243.1263267241161
2023-12-01,V,65.65101759467333,3.6075352877009434,251.53323558807375,253.17464915449355
2024-01-01,AAPL,45.76852066631868,-0.5388909211676113,188.6013232276553,187.4699209406192
2024-01-01,AMZN,57.51292665715544,1.7567953525377153,151.59878547305152,152.4155738685731
2024-01-01,GOOGL,62.82000007762339,2.185980591858255,139.1049943833124,140.94986026718448
2024-01-01,JNJ,60.935754475641794,1.4959104007802642,152.52241952078683,153.43685354480286
2024-01-01,JPM,68.70129740480563,3.2275415581311613,163.37565907069614,164.47097835813915
2024-01-01,META,67.97142413955571,9.49707351547658,354.97521231515066,362.37551867982063
2024-01-01,MSFT,65.70743752580623,4.818218822776316,374.02631785074874,378.6271509902442
2024-01-01,NVDA,71.97773711914722,1.9963591291974032,51.42287379673549,53.41217666465553
2024-01-01,TSLA,33.55137033767907,-5.360528541058291,237.6288323538644,229.22114353555506
2024-01-01,V,68.80754601621902,3.060109220792571,258.87585968744185,260.8842296908424
2024-02-01,AAPL,42.950581063288325,-0.9909339231437102,186.4616932296753,185.34977127834114
2024-02-01,AMZN,64.89343679459017,4.437649779452653,163.2757231140137,166.61828284541343
2024-02-01,GOOGL,48.385757191145885,0.6472159358155707,144.5068691635132,143.75602021837653
2024-02-01,JNJ,51.04234238017006,0.04419605311771022,152.83361034393312,152.55164936655382
2024-02-01,JPM,68.82728148915467,2.665805470034795,169.17460552215576,170.9979652065125
2024-02-01,META,72.85970310106075,25.321767129045625,423.963529510498,443.3699144595272
2024-02-01,MSFT,59.70821276804935,6.455675501023057,399.4451261138916,401.96669322388027
2024-02-01,NVDA,76.34568432326456,4.514079414317128,65.16138137817383,68.2452241177125
2024-02-01,TSLA,40.449664771247605,-8.807912797990085,196.38037578582765,193.88776314209636
2024-02-01,V,63.918302993316445,3.9127310768880506,271.30774116516113,273.44021860402165
2024-03-01,AAPL,36.09794466788715,-3.218858938068655,176.73034622192384,174.44936903454453
2024-03-01,AMZN,59.43257614518368,3.0400021973246396,174.30377418518066,175.25827640587002
2024-03-01,GOOGL,52.66809072535695,-0.34590028029799813,139.53568752288817,139.99724359046274
2024-03-01,JNJ,48.6708068358234,0.24847813107631395,154.2300853347778,154.1364663218472
2024-03-01,JPM,73.16592459234015,3.9952087845459046,180.39049709320068,183.07809927426115
2024-03-01,META,61.113483726188875,16.20374495499394,486.76696853637696,490.5436878814318
2024-03-01,MSFT,57.161121592242104,3.7935917239591275,407.3496800994873,409.5293580939861
2024-03-01,NVDA,69.67060959845426,5.603353065258645,81.92460739135743,85.25714493171935
2024-03-01,TSLA,38.87482378185014,-5.984224394748511,186.63399990081786,182.1269071822778
2024-03-01,V,56.070227762525136,2.414352062919474,279.0152816772461,279.8611958877525
2024-04-01,AAPL,44.030295245516555,-1.8982043041459296,169.94932327270507,169.3704772807726
2024-04-01,AMZN,56.35966183454961,2.014205863786645,180.3481911068871,181.10059051001437
2024-04-01,GOOGL,63.06204809410623,3.3357866154775295,150.60939556303478,152.98649930069055
2024-04-01,JNJ,33.20577072316545,-1.9985965451845402,149.25099774315245,147.35791485662452
2024-04-01,JPM,52.9592437608313,1.4115176547751673,188.78415661766417,187.9552059476561
2024-04-01,META,50.792769901609496,4.332792627002497,499.7993199666341,498.6934865965169
2024-04-01,MSFT,48.127724324902466,0.8144772113934393,415.5751626877558,413.8548057753811
2024-04-01,NVDA,49.74756869149599,0.962732401321681,88.54476283845447,87.16808625460105
2024-04-01,TSLA,42.35157993845627,-4.985676258224188,169.84423868088496,167.60481305441533
2024-04-01,V,41.81525726150445,-1.4147394605691916,276.3850326538086,274.2843941966419
